Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
The Children's Bach,Helen Garner,1984,,"The novel, set in Melbourne, concerns a couple, Athena and Dexter, who lead a self-sufficient life with their two sons, one of whom is severely disabled. Their apparently ""comfortable rut is disrupted by the arrival of Elizabeth, a tough nut from Dexter's past.""[1] Elizabeth brings with her her sister Vicki, Elizabeth's sometime lover Philip, and Philip's prepubescent daughter, Poppy. Through them, Athena and Dexter are drawn into a world whose ideas and values test the foundations of their relationship.
",,,96,False,False,,,
Cosmo Cosmolino,Helen Garner,1992,,,,,221,False,False,,Postcards from Surfers(1985),The First Stone (1994)
The Spare Room,Helen Garner,2008,['Novel'],"The novel is told from the first person perspective of a woman, Helen, who lives in Melbourne near her family. A friend Nicola, who is ill with bowel cancer, comes to stay with Helen in order to pursue alternative therapy for her disease. The cancer is considered terminal by her doctors. Helen is suspicious of the treatment and becomes more so as she sees its deleterious health effects. As the three weeks of the novel progress Helen becomes increasingly angry with Nicola for denying the seriousness of her illness, forcing those around her to do emotional work on her behalf in confronting her death, and in making light of them for doing so. At the end of the novel, Nicola returns to mainstream oncology treatment, and the doctors find that some of her symptoms are due to cancer having destroyed part of her vertebrae. The novel flashes forward to the months ahead, where Nicola returns to Sydney and eventually dies. A number of friends and family, including Helen, take turns as her caretaker. Nicola only truly embraces her death when a Buddhist friend tells her that in dying, she has something to teach them.
",,,195,False,False,,Cosmo Cosmolino,
The First Stone,Helen Garner,1995,,,,,222,True,False,,,
Joe Cinque's Consolation,Helen Garner,2004,['True crime'],,,,336,True,True,,,
This House of Grief,Helen Garner,2014,['True crime'],,,,288,False,False,,,
Pied Piper of Lovers,Lawrence Durrell,1935,,"Walsh Clifton is an Anglo-Indian born of an interracial couple. His mother dies during childbirth in the opening scenes of the novel. He is raised in India by his father, John Clifton, and his Aunt Brenda. Walsh is torn between his strong ties to India and his position as a colonial. He appears most comfortable around Indian characters, though they are not thoroughly developed in the novel, and he is regularly discomfited by representatives of European culture and Christianity in particular. He develops a sense of superiority over several Indian characters, typically echoing other European characters, but these feelings are regularly thwarted, often in tandem with challenges to traditional European notions of masculinity. This is compounded by Walsh's increasing awareness of his mortality, symbolized by the human ankle bone he sees in a pyre and his grandmother's morbid fixation on death.
",,,374,False,False,,,Panic Spring
Justine (Durrell novel),Lawrence Durrell,1957,,"Justine is narrated by an impoverished Irishman, not named in this novel, but who is referred to as ""Darley"" in the later novels of the quartet. He is a struggling writer and schoolmaster, with a background and a number of personal experiences similar autobiographically to those of the author himself.[2] From a remote Greek island,[4] he retells his time in Alexandria and his tragic romance with Justine – a beautiful, mysterious Jewish woman who was born poor and is now married to a wealthy Egyptian Copt, Nessim.[2]
",,,253,False,True,The Alexandria Quartet,,Balthazar
Balthazar (novel),Lawrence Durrell,1958,,"Durrell initially titled the book Justine II in his drafts. The novel includes several last minute changes to the publisher's proofs, perhaps most significantly the replacement and expansion of the novel's introductory Note. The Note begins: ""The characters and situations in this novel, the second of a group – a sibling, not a sequel to Justine. ..."" And later: ""Three sides of space and one of time constitute the soup-mix recipe of a continuum. The four novels follow this pattern. The three first parts, however, are to be deployed spatially...and are not linked in a serial form. They interlap, interweave, in a purely spatial relation. Time is stayed. The fourth part alone will represent time and be a true sequel. ..."" The corrected proofs are held in the McPherson Library at the University of Victoria.
",,,,False,False,The Alexandria Quartet,Justine,Mountolive
Clea (novel),Lawrence Durrell,1960,,"The book begins with the Narrator (Darley) living on a remote Greek island with Nessim's illegitimate daughter from Melissa. The child is now six years old—marking the time that has elapsed since the events of Justine. Darley has been able to spend this period on the island—thinking, writing, maturing—due to the £500 left him in his will by the writer Pursewarden (who killed himself).
",,,,False,False,The Alexandria Quartet,Mountolive,
Monsieur (novel),Lawrence Durrell,1974,,"The novel draws extensively on Gnosticism, and this system of belief recurs as a plot element throughout the Quintet. Durrell had an interest in Gnosticism from the early 1940s and had studied Gnostic texts.[1] According to critics James Gifford and Stephen Osadetz, for Monsieur, Durrell drew from Serge Hutin's Les Gnostiques, as he had marked numerous passages in his copy, as well as contemporary newspaper reports he held of a Slovenian suicide cult. These materials are held at the Bibliotheque Lawrence Durrell, Université Paris X, Nanterre.[2]
",,,296,True,False,The Avignon Quintet,,Livia
Livia (novel),Lawrence Durrell,1978,,"The key protagonist in Livia is novelist Aubrey Blanford, introduced as a character 50 pages before the end of the first novel of the quintet, Monsieur. Blanford travels to Avignon to stay with his fellow Oxford students Sam and Hilary, whose sister has inherited the broken-down chateau of Tu Duc. They embark on an idyllic boat trip to the chateau and then on the restoration of the property.
",,,265,False,False,The Avignon Quintet,Monsieur,Constance
Constance (novel),Lawrence Durrell,1982,,"The novel is set in the period from the outbreak of World War II in 1939 with the Nazi invasion of Poland, to the Allied invasion of Normandy in June 1944. Its settings include Avignon, France; Geneva, Switzerland; Poland, and Egypt.
",,,393,False,False,The Avignon Quintet,Livia,Sebastian
Sebastian (Durrell novel),Lawrence Durrell,1983,,"A letter informs the Egyptian Sebastian Affad that he will die; a mix up has caused major ructions within the Gnostic sect in Egypt. Affad is called back to Egypt for admonishment. Before leaving Switzerland, however, he has asked Constance to use her psychiatric skills to treat his son, who has become autistic. She is gradually successful in working with the boy. After Affad returns to Switzerland from Egypt, the couple renew their relationship.
",,,202,False,False,The Avignon Quintet,Constance,Quinx
Quinx,Lawrence Durrell,1985,,"The surviving characters include ""two novelists, a psychoanalyst, a German double agent, a Cambridge-educated gypsy, a Jewish lord, a schizophrenic young woman and an Egyptian prince.""[1]
",,,201,False,False,The Avignon Quintet,Sebastian,
Panic Spring,Lawrence Durrell,1937,,"The character Marlowe is stranded in Brindisi during political strife in Greece, and he is eventually conveyed to Mavrodaphne by the boatman Christ who serves Rumanades, a highly successful businessman who owns Mavrodaphne. He is a disillusioned schoolteacher akin to Evelyn Waugh's Decline and Fall. Shortly after arriving on the island, he meets Gordon and Walsh, both characters from Durrell's Pied Piper of Lovers.
",,,,False,False,,Pied Piper of Lovers,The Black Book
The Black Book (Durrell novel),Lawrence Durrell,1938,,"Now living on a Greek island, Lawrence Lucifer (not named until halfway through the novel) recounts his formative year in the Regina Hotel in England.  The disjointed and dreamlike narrative expands on the theme of dying English culture.  Overwhelmed by the rush of details and ideas, Lawrence is unable to embark upon a plan of action to improve society or even himself.  His flights of imagination employ mythic and literary motifs of birth, death, drowning, crucifixion, with copulation and frank sexual descriptions chief among these.  Furthermore, the story’s chronology is intentionally disrupted through ambiguous tense—the “gnomic aorist” is referenced—and “magical” facts.
",,,,False,False,The Villa Seurat Series,Panic Spring,Cefalu
Street Angel (comics),Arabella Edge,2018,,"The story takes place in Wilkesborough, the worst ghetto in Angel City.  The title character is 12-year-old Jesse Sanchez (13-year-old after a bout of time travel), ""a dangerous martial artist... and the world's greatest homeless skateboarder.""  She handles ninjas, pirates and hunger with skill, aplomb, and help from her friends. Street Angel is an unironic alternative take on comics, mixing a variety of styles, inspirations and genres to ""bring the fantastical to the mundane"".[4]  None of the comics share any continuity.
",,,,False,True,,,
Erma (webtoon),Arabella Edge,2023,,,,,,False,True,,,
White Darkness (novel),David A. McIntee,1993,,,,,,False,False,Doctor Whobook:Virgin New Adventures,Lucifer Rising,Shadowmind
First Frontier,David A. McIntee,1994,,,,,,False,False,Doctor Whobook:Virgin New Adventures,Strange England,St Anthony's Fire
Sanctuary (McIntee novel),David A. McIntee,1995,,,,,,False,False,Doctor Whobook:Virgin New Adventures,Infinite Requiem,Human Nature
Lords of the Storm,David A. McIntee,1995,,"The Sontaran-Rutan war has gone on for millennia, and with high costs: Billions dead and whole star systems annihilated. However, victory may be within reach, courtesy of the human colony world of Raghi. When the Doctor and Turlough arrive there, they find a society ruled by a strict caste system. But there is more: people are being infected by a mysterious disease, or vanishing in large numbers while strange objects orbit the sun.
",,,,False,False,Doctor Whobook:Virgin Missing Adventures,The Empire of Glass,Downtime
