author,books,genres,subgenres,classic,narrator
Sarita Mandanna,['Tiger Hills'],['Romance'],['Historical Fiction'],no,third-person
Jamie Schultz ,['Premonitions'],['Fantasy'],"['Urban Fantasy', 'Paranormal', 'Demons', 'Magic']",no,second-person
Laura Griffin ,"['Snapped', 'Exposed', 'Unspeakable', 'Untraceable', 'Scorched', 'Twisted']",['Romance'],['Contemporary Romance'],no,third-person
Ruth Reid ,['A Miracle of Hope'],['Romance'],['Contemporary Romance'],no,third-person
David Nicholls,['Starter for Ten'],['Romance'],['Comedy'],no,first-person
Christopher Fowler,['Spanky'],"['Horror', 'Fantasy', 'Science Fiction']","['Urban Fantasy', 'Paranormal']",no,first-person
Rhianne Aile,['The One That Got Away'],['Romance'],['Contemporary Romance'],no,third-person
Jan Guillou,['The Road to Jerusalem'],['Fantasy'],['Historical Fiction'],no,third-person
Eleanor De Jong,['Delilah'],['Romance'],['Historical Fiction'],no,first-person
Farah Oomerbhoy ,['The Last of the Firedrakes'],"['Fantasy', 'Romance']","['Magic', 'High Fantasy']",no,first-person
Julianna Deering ,['Rules of Murder'],['Romance'],['Historical Fiction'],no,third-person
J. Patrick Black ,['Ninth City Burning'],"['Science Fiction', 'Fantasy']",['Post Apocalyptic'],no,third-person
Eve Rabi ,['Payback'],['Romance'],['Contemporary Romance'],no,third-person
Isaac Marion ,['The Burning World'],"['Horror', 'Fantasy', 'Science Fiction', 'Romance']","['Zombies', 'Paranormal', 'Post Apocalyptic']",no,third-person
Elizabeth Rudnick,['Beauty and the Beast Novelization'],"['Fantasy', 'Romance']",['Magic'],classic,third-person
Melissa Nathan,"['The Waitress', 'The Nanny']",['Romance'],['Contemporary Romance'],no,first-person
Omar El Akkad ,['American War'],['Science Fiction'],['Post Apocalyptic'],no,first-person
Pene Henson ,['Into the Blue'],['Romance'],['Contemporary Romance'],no,first-person
Jeanne Larsen ,['Silk Road'],['Fantasy'],['Historical Fiction'],no,second-person
Jessica Bird,['An Irresistible Bachelor'],['Romance'],['Contemporary Romance'],no,omniscent
KirLarson ,['The Friendship Doll'],['Fantasy'],['Historical Fiction'],no,first-person
Amanda Quick ,"['Deception', 'The Third Circle', 'Second Sight', 'Mischief', 'Reckless', 'Mystique', 'Mistress', 'Ravished', 'The Perfect Poison']","['Romance', 'Fantasy']","['Historical Romance', 'Historical Fiction', 'Paranormal', 'Paranormal Romance']",no,third-person
Kaza Kingsley ,"['The Three Furies', 'The Monsters of Otherness', ""The Dragon's Eye""]",['Fantasy'],"['Magic', 'Urban Fantasy']",no,third-person
David Gunn,"[""Death's Head""]","['Science Fiction', 'Fantasy']",['Space'],no,first-person
MaryLu Tyndall ,['Veil of Pearls'],['Romance'],"['Historical Fiction', 'Historical Romance']",no,third-person
Tara Nina ,['Curse of the Gargoyle'],"['Romance', 'Fantasy']","['Paranormal Romance', 'Paranormal', 'Time Travel', 'Erotic Romance']",no,third-person
Veronica Bennett,"[""Cassandra's Sister""]",['Romance'],['Historical Fiction'],no,first-person
Chris Marie Green ,"['Midnight Reign', 'Break of Dawn', 'A Drop of Red', 'The Path of Razors', 'Deep In the Woods']","['Fantasy', 'Romance', 'Science Fiction']","['Urban Fantasy', 'Vampires', 'Paranormal', 'Paranormal Romance']",no,third-person
Lawana Blackwell ,"[""The Courtship of the Vicar's Daughter"", 'The Widow of Larkspur Inn']",['Romance'],"['Historical Fiction', 'Historical Romance']",no,omniscent
Lynda Chance ,"[""Marco's Redemption""]",['Romance'],"['Erotic Romance', 'Contemporary Romance']",no,third-person
Elizabeth Massie ,['Power of Persuasion'],"['Fantasy', 'Horror']","['Vampires', 'Urban Fantasy', 'Paranormal']",no,third-person
Christie Craig ,['Shut Up and Kiss Me'],['Romance'],['Contemporary Romance'],no,omniscent
Eric Arvin,['Woke Up in a Strange Place'],"['Fantasy', 'Romance']",['Paranormal'],no,omniscent
Max Gladstone ,['Full Fathom Five'],"['Fantasy', 'Science Fiction']","['Urban Fantasy', 'Magic']",no,first-person
Barbara Hambly ,"['Ishmael', 'Those Who Hunt the Night']","['Science Fiction', 'Fantasy', 'Horror']","['Time Travel', 'Historical Fiction', 'Vampires', 'Urban Fantasy', 'Paranormal']",no,omniscent
Phillip Margulies ,['Belle Cora'],['Romance'],"['Historical Fiction', 'Historical Romance']",no,omniscent
Julie A. Richman ,['Searching For Moore'],['Romance'],"['Contemporary Romance', 'Erotic Romance']",no,third-person
Becket,['Mary Paige'],"['Horror', 'Fantasy']","['Vampires', 'Paranormal']",no,omniscent
Evangeline Denmark ,['Curio'],"['Fantasy', 'Romance', 'Science Fiction']","['Magic', 'Paranormal']",no,first-person
Richard Harland ,['Song of the Slums'],"['Romance', 'Fantasy', 'Science Fiction']",['Historical Fiction'],no,first-person
Ceci Giltenan ,['The Pocket Watch'],"['Romance', 'Fantasy']","['Time Travel', 'Historical Romance', 'Historical Fiction']",no,first-person
Patricia MacLachlan,['Waiting for the Magic'],['Fantasy'],"['Magic', 'Realistic Fiction']",no,third-person
Lucy M. Boston,"['The Children of Green Knowe', 'Treasure of Green Knowe']",['Fantasy'],['Historical Fiction'],classic,first-person
Catherine Webb,['The Obsidian Dagger: Being the Further Extraordinary Adventures of Horatio Lyle'],['Fantasy'],"['Historical Fiction', 'Urban Fantasy']",no,third-person
Pamela Lowell,['Returnable Girl'],['Romance'],['Realistic Fiction'],no,omniscent
Carol K. Carr ,['India Black and the Shadows of Anarchy'],['Romance'],"['Historical Fiction', 'Historical Romance']",no,second-person
David Colbert ,"['The Magical Worlds Of Harry Potter: A Treasury Of Myths, Legends And Fascinating Facts']",['Fantasy'],['Magic'],no,second-person
Amelia Wilde ,['Dirty Rich'],['Romance'],['Contemporary Romance'],no,first-person
T.C. Southwell,"[""The Queen's Blade""]","['Romance', 'Science Fiction']","['High Fantasy', 'Epic Fantasy', 'Historical Romance']",no,third-person
Eden Robinson,['Son of a Trickster'],['Fantasy'],['Urban Fantasy'],no,first-person
Stan Lee,"[""The Zodiac Legacy: The Dragon's Return""]","['Fantasy', 'Science Fiction']",['Urban Fantasy'],no,omniscent
Sarah Glenn Marsh ,['Reign of the Fallen'],"['Fantasy', 'Romance']","['High Fantasy', 'Magic', 'Zombies']",no,first-person
Tobias S. Buckell ,['Halo: The Cole Protocol'],"['Science Fiction', 'Fantasy']",['Space'],no,third-person
Yuna Kagesaki,"['Chibi Vampire, Vol. 02', 'Chibi Vampire, Vol. 03', 'Chibi Vampire, Vol. 04', 'Chibi Vampire, Vol. 05', 'Chibi Vampire, Vol. 06', 'Chibi Vampire, Vol. 07', 'Chibi Vampire, Vol. 08']","['Romance', 'Fantasy']","['Vampires', 'Paranormal', 'Comedy']",no,third-person
Javier Sierra ,['The Lady in Blue'],['Fantasy'],"['Historical Fiction', 'Paranormal']",no,first-person
Patricia Falvey ,['The Yellow House'],['Romance'],['Historical Fiction'],no,omniscent
Vicki Pettersson ,"['The Taste of Night', 'Cheat the Grave', 'The Scent of Shadows', 'City of Souls', 'The Touch of Twilight']","['Fantasy', 'Romance']","['Paranormal', 'Urban Fantasy', 'Magic', 'Paranormal Romance', 'Demons']",no,third-person
Adele Parks ,"['Game Over', ""The State We're In""]",['Romance'],['Contemporary Romance'],no,first-person
S.L. Naeole ,['Falling From Grace'],"['Romance', 'Fantasy']","['Paranormal', 'Paranormal Romance']",no,third-person
Ardath Mayhar,['The World Ends in Hickory Hollow'],['Science Fiction'],['Post Apocalyptic'],no,first-person
JoAnn Durgin ,['Awakening'],['Romance'],['Contemporary Romance'],no,third-person
Peter Koevari ,['Prophecies Awakening'],['Fantasy'],"['Vampires', 'Paranormal', 'Demons', 'Magic', 'High Fantasy']",no,first-person
Cora Harrison,"[""I Was Jane Austen's Best Friend""]",['Romance'],"['Historical Fiction', 'Historical Romance']",no,first-person
Maggie Alderson ,['Cents And Sensibility'],['Romance'],['Contemporary Romance'],no,first-person
Joseph Evans ,['City of the Falling Sky'],"['Science Fiction', 'Fantasy', 'Romance']",['Paranormal'],no,first-person
Michael Flynn,['The January Dancer'],['Science Fiction'],['Space'],no,first-person
O.R. Melling ,"[""The Hunter's Moon"", ""The Druid's Tune""]","['Fantasy', 'Romance']","['Magic', 'Urban Fantasy', 'Paranormal', 'Historical Fiction', 'Time Travel']",no,third-person
Johnston McCulley,['The Mark of Zorro'],['Romance'],['Historical Fiction'],classic,third-person
Yvonne Navarro ,['Tempted Champions'],"['Fantasy', 'Horror']","['Vampires', 'Magic', 'Paranormal']",no,third-person
Louisa Klein ,['Supernatural Freak'],['Fantasy'],"['Paranormal', 'Urban Fantasy', 'Magic', 'Demons']",no,first-person
Romily Bernard ,['Find Me'],['Romance'],['Realistic Fiction'],no,first-person
Stephen Blackmoore ,['Broken Souls'],"['Fantasy', 'Horror']","['Urban Fantasy', 'Paranormal', 'Magic']",no,third-person
John S. Wilson ,['Joshua'],['Science Fiction'],['Post Apocalyptic'],no,third-person
Stephanie Oakes ,['The Sacred Lies of Minnow Bly'],['Horror'],['Realistic Fiction'],no,third-person
Katsura Hoshino,"['D.Gray-man, Vol. #2']","['Fantasy', 'Horror']",['Paranormal'],no,first-person
Melinda Metz ,['Gifted Touch'],"['Fantasy', 'Science Fiction', 'Romance']","['Paranormal', 'Urban Fantasy']",no,third-person
Guus Kuijer,['The Book of Everything'],['Fantasy'],['Historical Fiction'],classic,omniscent
Veronica Henry ,['The Long Weekend'],['Romance'],['Contemporary Romance'],no,third-person
H.P. Lovecraft,['Great Tales of Horror'],"['Horror', 'Fantasy', 'Science Fiction']",['Paranormal'],classic,third-person
J.F. Rivkin,['Silverglass'],['Fantasy'],['Sword and Sorcery'],no,omniscent
Nancy Yi Fan,['Swordbird'],['Fantasy'],['High Fantasy'],no,first-person
Meghan March ,['Bad Judgment'],['Romance'],['Contemporary Romance'],no,third-person
Grant Morrison,['The Invisibles Book One Deluxe Edition'],"['Fantasy', 'Science Fiction', 'Horror']",['Urban Fantasy'],no,first-person
Karla Sorensen ,['Faked'],['Romance'],['Contemporary Romance'],no,first-person
Jim Crace,['The Pesthouse'],"['Science Fiction', 'Fantasy']",['Post Apocalyptic'],no,third-person
Diane Lee Wilson,"['Firehorse', 'I Rode a Horse of Milk White Jade']","['Romance', 'Fantasy']","['Historical Fiction', 'Realistic Fiction']",no,omniscent
Brunonia Barry ,['The Lace Reader'],['Fantasy'],['Historical Fiction'],no,omniscent
Jamie Carie ,"[""Angel's Den"", 'Snow Angel']",['Romance'],"['Historical Fiction', 'Historical Romance']",no,omniscent
Jenna Burtenshaw ,['Shadowcry'],['Fantasy'],"['Paranormal', 'Magic']",no,first-person
Charlotte Dacre,['Zofloya'],"['Horror', 'Fantasy']",['Historical Fiction'],classic,third-person
Douglas Clegg ,['The Infinite'],['Horror'],['Paranormal'],no,third-person
Jayne Ann Krentz ,"['Light in Shadow', 'Eclipse Bay', 'Lost and Found', 'Fired Up', 'Running Hot', 'Sizzle and Burn', 'White Lies', 'Gift of Fire', 'Gift of Gold']","['Romance', 'Fantasy']","['Paranormal', 'Paranormal Romance', 'Contemporary Romance']",no,third-person
Ella Steele ,['Scandalous'],['Romance'],"['Contemporary Romance', 'Erotic Romance']",no,third-person
Annette Blair ,['An Undeniable Rogue'],['Romance'],"['Historical Romance', 'Historical Fiction']",no,third-person
S.J. Wright ,"[""The Vampire's Warden""]","['Romance', 'Fantasy', 'Horror']","['Vampires', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy']",no,omniscent
Catherine Cooper,['The Golden Acorn'],['Fantasy'],['Magic'],no,third-person
L. Jagi Lamplighter ,"['Prospero Regained', 'Prospero in Hell', 'Prospero Lost']","['Fantasy', 'Science Fiction']","['Urban Fantasy', 'Paranormal', 'Magic']",no,third-person
Melody Anne ,"['Scorched', 'Seduced']",['Romance'],"['Contemporary Romance', 'Erotic Romance']",no,omniscent
J. Kathleen Cheney ,['The Seat of Magic'],"['Fantasy', 'Romance']","['Historical Fiction', 'Magic', 'Paranormal']",no,first-person
Loree Lough ,['From Ashes to Honor'],['Romance'],['Historical Fiction'],no,third-person
Imogen Howson ,['Linked'],"['Science Fiction', 'Fantasy', 'Romance']",['Paranormal'],no,third-person
Allison Kraft ,['Destined'],"['Fantasy', 'Romance', 'Science Fiction']","['Time Travel', 'Vampires', 'Paranormal', 'Historical Fiction']",no,third-person
Sherry Thomas ,"['The Burning Sky', 'The Perilous Sea', 'The Luckiest Lady in London']","['Fantasy', 'Romance']","['Magic', 'High Fantasy', 'Paranormal', 'Historical Romance', 'Historical Fiction']",no,first-person
Louise Bay ,['Mr. Mayfair'],['Romance'],['Contemporary Romance'],no,first-person
Destiny Soria ,['Beneath the Citadel'],"['Fantasy', 'Romance']",['High Fantasy'],no,third-person
Melissa Caruso ,"['The Defiant Heir', 'The Unbound Empire', 'The Tethered Mage']","['Fantasy', 'Romance']","['Magic', 'High Fantasy']",no,second-person
Chuck Wendig ,['Aftermath'],"['Science Fiction', 'Fantasy']",['Space'],no,third-person
Parker S. Huntington ,['Devious Lies'],['Romance'],['Contemporary Romance'],no,first-person
Edna Ferber,['Giant'],['Romance'],['Historical Fiction'],classic,third-person
Matsuri Hino,"['MeruPuri, Vol. 2', 'MeruPuri, Vol. 3']","['Fantasy', 'Romance']","['Magic', 'Paranormal']",no,first-person
Harold Schechter,['Nevermore'],['Horror'],['Historical Fiction'],no,third-person
Robert Tine,"[""The Astronaut's Wife""]",['Science Fiction'],['Space'],no,third-person
Helene Boudreau ,"[""Real Mermaids Don't Wear Toe Rings""]","['Fantasy', 'Romance']","['Paranormal', 'Magic']",no,third-person
Evan Daugherty,['Snow White & the Huntsman'],"['Fantasy', 'Romance']",['Magic'],no,third-person
Dorothy Hearst ,"['Promise of the Wolves', 'Secrets of the Wolves']",['Fantasy'],"['Paranormal', 'Historical Fiction']",no,third-person
Amanda R. Browning ,['Birth of the Nyxian'],"['Romance', 'Fantasy', 'Horror']","['Paranormal', 'Vampires', 'Paranormal Romance', 'Demons', 'Urban Fantasy']",no,omniscent
Luke Romyn ,['Beyond Hades'],"['Fantasy', 'Science Fiction']",['Paranormal'],no,third-person
Lara Morgan ,['Genesis'],"['Science Fiction', 'Romance']",['Space'],no,first-person
Allen Kurzweil,['A Case of Curiosities'],['Fantasy'],['Historical Fiction'],no,third-person
Amy Lane ,['Sidecar'],['Romance'],['Contemporary Romance'],no,third-person
Christy Hayes ,['Shoe Strings'],['Romance'],['Contemporary Romance'],no,first-person
Adrienne Bell ,['The Wedding Trap'],['Romance'],['Contemporary Romance'],no,third-person
Liz Maverick ,['Crimson & Steam'],"['Romance', 'Fantasy']","['Paranormal Romance', 'Urban Fantasy', 'Paranormal', 'Vampires']",no,third-person
Daniel T. Thompson ,['Shadow of the Queen'],['Fantasy'],['Magic'],no,third-person
Rhiannon Frater ,"['The Last Bastion of the Living', 'The First Days']","['Horror', 'Science Fiction', 'Romance', 'Fantasy']","['Zombies', 'Post Apocalyptic', 'Urban Fantasy', 'Paranormal']",no,third-person
Serena Chase ,['The Ryn'],"['Fantasy', 'Romance']",['Magic'],no,omniscent
Claire Kann ,"[""Let's Talk About Love""]",['Romance'],['Realistic Fiction'],no,omniscent
Kelly McClymer ,['Must Love Black'],"['Romance', 'Fantasy']","['Paranormal', 'Realistic Fiction']",no,third-person
Suzannah Dunn,['The Sixth Wife'],['Romance'],['Historical Fiction'],no,omniscent
Maddy Edwards ,['Elemental Rising'],"['Fantasy', 'Romance']","['Paranormal', 'Vampires', 'Magic', 'Paranormal Romance', 'Urban Fantasy']",no,omniscent
Amy Thomson,['The Color of Distance'],"['Science Fiction', 'Fantasy']","['Hard Science Fiction', 'Space']",no,third-person
Persia Woolley ,['Child of the Northern Spring'],"['Fantasy', 'Romance']","['Historical Fiction', 'Historical Romance']",no,third-person
Laura Lond ,['My Sparkling Misfortune'],"['Fantasy', 'Science Fiction']","['Comedy', 'High Fantasy']",no,first-person
Gloria Whelan,"['Once on This Island', 'Farewell to the Island']",['Romance'],['Historical Fiction'],no,first-person
Kathleen Long ,['Changing Lanes'],['Romance'],['Contemporary Romance'],no,first-person
Chris Stewart,['Prologue: The Brothers'],['Fantasy'],['Historical Fiction'],no,third-person
K.F. Breene ,['Lost and Found'],['Romance'],['Contemporary Romance'],no,first-person
D.B. Jackson ,['A Plunder of Souls'],"['Fantasy', 'Science Fiction']","['Historical Fiction', 'Urban Fantasy', 'Historical Fantasy', 'Magic']",no,omniscent
Kristen Middleton ,['Origins'],"['Horror', 'Fantasy', 'Romance']","['Zombies', 'Paranormal']",no,third-person
Victoria Alexander ,['What A Lady Wants'],['Romance'],"['Historical Romance', 'Historical Fiction']",no,second-person
Nina Lane ,['The Erotic Light'],['Romance'],['Erotic Romance'],no,first-person
Thalia Kalkipsakis ,['Lifespan of Starlight'],"['Science Fiction', 'Romance']",['Time Travel'],no,omniscent
Lindsey Fairleigh ,"['Ink Witch', 'After The Ending']","['Fantasy', 'Romance', 'Science Fiction']","['Urban Fantasy', 'Paranormal', 'Magic', 'Post Apocalyptic']",no,first-person
Catherine Banner ,['The House at the Edge of Night'],['Romance'],['Historical Fiction'],no,third-person
Serena Valentino ,['Mother Knows Best'],['Fantasy'],['Magic'],no,omniscent
Michael Marshall,['The Intruders'],"['Horror', 'Science Fiction', 'Fantasy']",['Paranormal'],no,second-person
Angela Knight,"['Master of the Night', 'Master of Smoke', 'Master of Swords']","['Romance', 'Fantasy']","['Paranormal Romance', 'Paranormal', 'Vampires', 'Magic', 'Urban Fantasy', 'Erotic Romance']",no,first-person
Donald Harington,"['Lightning Bug', 'The Architecture of the Arkansas Ozarks']",['Romance'],['Historical Fiction'],no,third-person
Janna Levin,['A Madman Dreams of Turing Machines'],['Science Fiction'],['Historical Fiction'],no,third-person
Patricia Ryan ,['Silken Threads'],['Romance'],"['Historical Romance', 'Historical Fiction']",no,omniscent
Andrew Klavan ,['The Uncanny'],"['Horror', 'Fantasy']",['Paranormal'],no,first-person
Jennifer Chiaverini ,"['The Wedding Quilt', 'The Sugar Camp Quilt']",['Romance'],['Historical Fiction'],no,omniscent
Terrance Dicks,"['Doctor Who: Blood Harvest', 'Doctor Who: Endgame', 'Doctor Who: Timewyrm-Exodus', 'Doctor Who: The Eight Doctors']","['Science Fiction', 'Horror', 'Fantasy']","['Vampires', 'Time Travel']",no,third-person
Ben Bova,"['Orion', 'Jupiter']","['Science Fiction', 'Fantasy']","['Time Travel', 'Space', 'Hard Science Fiction']",no,second-person
Sophie Oak ,['Once Upon a Time in Bliss'],['Romance'],"['Erotic Romance', 'Contemporary Romance']",no,third-person
