,Name,Birth Year,Genres,Books
1680,Dan Cragg,1939.0,['Science fiction'],"['School of Fire', 'Steel Gauntlet', 'Blood Contact', 'TechnoKill', 'Hangfire', ""Kingdom's Swords"", ""Kingdom's Fury"", 'Lazarus Rising (novel)', 'A World of Hurt', 'Flashfire (novel)', 'Firestorm (novel)', 'Wings of Hell']"
1681,Alberto Moravia,1907.0,,[]
1682,Truman Capote,1924.0,['Nonfiction/literature'],"['Other Voices, Other Rooms (novel)', ""Breakfast at Tiffany's (novella)"", 'In Cold Blood']"
1683,Colin Brake,,,[]
1684,August Wilson,1945.0,,"['Adrift in Soho', 'From Atlantis to the Sphinx']"
1685,Pramoedya Ananta Toer,1925.0,,[]
1686,Émile Gaboriau,1832.0,Detective fiction,[]
1687,Andy Mangels,1966.0,"science fiction, superheroes, non-fiction",[]
1688,Gene Zion,1913.0,Children's literature,[]
1689,Melvin Burgess,1954.0,,[]
1690,Matthew Stover,1962.0,"Science fiction, Fantasy",[]
1691,Jasper Fforde,1961.0,['Fantasy'],"['The Eyre Affair', 'The Eyre Affair', 'Lost in a Good Book', 'The Well of Lost Plots', 'First Among Sequels', 'One of Our Thursdays is Missing', 'The Woman Who Died a Lot', 'The Big Over Easy', 'The Big Over Easy', 'The Fourth Bear', 'The Last Dragonslayer', 'The Last Dragonslayer', 'The Song of the Quarkbeast']"
1692,Tom Holt,1961.0,,"['Expecting Someone Taller', ""Who's Afraid of Beowulf?"", 'Flying Dutch', 'Here Comes the Sun (Holt novel)', 'Paint Your Dragon', 'Wish You Were Here (Holt novel)', 'Nothing But Blue Skies', 'In Your Dreams (novel)', 'Blonde Bombshell (novel)']"
1693,Mark Joseph,,,
1694,Jane Lindskold,1962.0,,"['The Dragon of Despair', 'Wolf Hunting', 'Fire Season', 'The Buried Pyramid']"
1695,Nick Sagan,1970.0,,"['The Cosmic Connection', 'Mars and the Mind of Man', 'The Dragons of Eden', ""Broca's Brain"", 'The Cold and the Dark', 'Comet (book)', 'Shadows of Forgotten Ancestors (book)', 'Pale Blue Dot (book)', 'The Demon-Haunted World', 'Billions and Billions', 'The Varieties of Scientific Experience', 'Contact (novel)']"
1696,Katharine Kerr,1944.0,"
Fantasy
science fiction
",[]
1697,Gertrude Crampton,1909.0,Children's literature,[]
1698,Louise Welsh,1965.0,,['Tamburlaine Must Die']
1699,Peggy Parish,1927.0,,"['Ming Lo Moves the Mountain', 'Frog and Toad Together', 'Frog and Toad All Year']"
1700,Sanders Anne Laubenthal,1943.0,['Fantasy novel'],['Excalibur (novel)']
1701,Lê thi diem thúy,1972.0,,[]
1702,Albert Uderzo,1927.0,,[]
1703,Juliet Marillier,1948.0,"['Young adult', ' fantasy']","['Daughter of the Forest', 'Son of the Shadows', 'Child of the Prophecy', 'Wolfskin', 'Foxmask', 'Wildwood Dancing', ""Cybele's Secret"", 'Daughter of the Forest', 'Son of the Shadows', 'Child of the Prophecy', 'Wolfskin', 'Foxmask', 'Wildwood Dancing', ""Cybele's Secret""]"
1704,Franz Werfel,1890.0,,[]
1705,Blake Nelson,,,[]
1706,Edward Bellamy,1850.0,['Utopian novel'],"[""Dr. Heidenhoff's Process"", 'Looking Backward', 'Equality (novel)', ""Dr. Heidenhoff's Process"", 'Looking Backward', 'Equality (novel)']"
1707,Charles Williams,,,
1708,Rebecca Brown,,,
1709,James Huston,,,
1710,Conn Iggulden,1971.0,Historical fiction,[]
1711,Peter Carter,,,
1712,Richard Cole,1946.0,,[]
1713,Thomas Samuel Kuhn,1922.0,,"['A General View of Positivism', 'The Logic of Modern Physics', 'Language, Truth, and Logic', 'The Universe in a Nutshell', 'History and Class Consciousness', 'The Logic of Scientific Discovery', 'The Poverty of Historicism', 'Truth and Method', 'The Structure of Scientific Revolutions', 'One-Dimensional Man', 'Knowledge and Human Interests']"
1714,Marek Halter,1936.0,,[]
1715,Graham Joyce,1954.0,"['Fantasy', ' ghost story']","['Dreamside', 'The Tooth Fairy (novel)', 'The Facts of Life (Joyce novel)', 'Memoirs of a Master Forger', 'The Silent Land', 'Some Kind of Fairy Tale', 'The Year of the Ladybird']"
1716,Marguerite de Angeli,1889.0,"Children's and adult novels and short fiction, fantasy",[]
1717,Nathanael West,1903.0,,[]
1718,Charles Portis,1933.0,Western,[]
1719,Elizabeth Borton de Treviño,,,[]
1720,Wendy Corsi Staub,,,[]
1721,Andrew Kaplan,,,"['Scorpion (novel)', 'Dragonfire (novel)', 'War of the Raven']"
1722,Alex Flinn,1966.0,"Fantasy, Romance, Fiction",[]
1723,Donna Jo Napoli,1948.0,"Fantasy[1] for young people, children's books, picture books",[]
1724,Norah Lofts,1904.0,,[]
1725,NORMAN SPINRAD,,,
1726,Jonathan Gunson,,,
1727,Kathleen Winsor,1919.0,novels,[]
1728,David F. Case,1937.0,"horror, Fantasy, Western fiction",[]
1729,Radclyffe Hall,1880.0,,[]
1730,William Hope Hodgson,1877.0,"['Fantasy', ' horror', ' science fiction']","['The House on the Borderland', 'The Ghost Pirates', 'The Night Land']"
1731,Kate Wilhelm,1928.0,,"['Welcome, Chaos', ""Huysman's Pets""]"
1732,Carlos Castaneda,1925.0,,[]
1733,Dorothy Canfield Fisher,1879.0,,[]
1734,Heron House,,['Science fiction'],"['A Wizard of Earthsea', 'The Tombs of Atuan', 'The Farthest Shore', 'Tehanu', 'The Other Wind', 'Tales from Earthsea', ""Rocannon's World"", 'Planet of Exile', 'City of Illusions', 'The Left Hand of Darkness', 'The Dispossessed', 'The Word for World Is Forest', 'The Telling', ""The Shobies' Story"", 'Gifts (novel)', 'Voices (Le Guin novel)', 'Powers (novel)', 'The Lathe of Heaven', 'Malafrena', 'The Beginning Place', 'Always Coming Home', 'Lavinia (novel)', ""The Wind's Twelve Quarters"", 'The Birthday of the World and Other Stories', 'Steering the Craft']"
1735,Wilkie Collins,1824.0,,"['Antonina (Collins novel)', 'Basil (novel)', 'The Woman in White (novel)', 'No Name (novel)', 'Armadale (novel)', 'The Moonstone', 'Man and Wife (novel)', 'Poor Miss Finch', 'The Law and the Lady (novel)', 'The Black Robe', 'The Lady of Glenwith Grange']"
1736,Richard Brautigan,1935.0,Magic realismgothic Westernfabulationblack comedysatirepsychological fiction,"['A Confederate General from Big Sur', 'Trout Fishing in America', 'In Watermelon Sugar', 'The Abortion: An Historical Romance 1966', 'The Hawkline Monster: A Gothic Western', 'Sombrero Fallout: A Japanese Novel', 'Dreaming of Babylon', ""So the Wind Won't Blow It All Away""]"
1737,Qiu Xiaolong,1953.0,"Crime, poetry, translation",[]
1738,Cameron Dokey,,,[]
1739,Stephen Rebello,,,[]
1740,Alex Sanchez,,,
1741,Christopher Koch,1932.0,,[]
1742,Angela Carter,1940.0,['Essay'],"['First Lady from Plains', ""The Hornet's Nest (novel)"", 'Our Endangered Values', 'Beyond the White House', 'We Can Have Peace in the Holy Land', 'White House Diary', 'A Call to Action: Women, Religion, Violence, and Power']"
1743,Thomas M. Reid,1966.0,Fantasy,[]
1744,Booker T. Washington,1856.0,,"['The Man Farthest Down', 'Character Building', 'Tuskegee &amp; Its People', 'The Negro in the South', 'Twelve Years a Slave', 'Incidents in the Life of a Slave Girl', 'The Underground Railroad (book)', 'The Peculiar Institution', 'The Slave Community', 'Oroonoko', 'Sab (novel)', ""Uncle Tom's Cabin"", 'The Heroic Slave', 'Clotel', 'Our Nig', 'Jubilee (novel)', 'The Confessions of Nat Turner', 'Roots: The Saga of an American Family', 'Underground to Canada', 'Kindred (novel)', 'Dessa Rose', 'Beloved (novel)', 'Middle Passage (novel)', 'Queen: The Story of an American Family', 'Hang a Thousand Trees with Ribbons', 'Ama: A Story of the Atlantic Slave Trade', 'Walk Through Darkness', 'The Known World', 'Unburnable', 'The Book of Negroes (novel)', 'The Underground Railroad (novel)', 'Amos Fortune, Free Man', 'I, Juan de Pareja', 'Copper Sun', ""A Key to Uncle Tom's Cabin"", 'The Hemingses of Monticello', 'The Conservative Illusion']"
1745,Dave Wolverton,1957.0,['Science fiction'],['The Courtship of Princess Leia']
1746,Lin Carter,1930.0,,"['Jandar of Callisto', 'Mind Wizards of Callisto', 'Lankar of Callisto', 'Ylana of Callisto', 'Renegade of Callisto', 'Horror Wears Blue', 'The Flame of Iridar', 'Thongor Against the Gods', 'Thongor in the City of Magicians', 'Thongor at the End of Time', 'Thongor Fights the Pirates of Tarakus', 'The Wizard of Zao', ""Giant of World's End"", 'Tara of the Twilight', 'Double Phoenix', 'Great Short Novels of Adult Fantasy I', 'Jandar of Callisto', 'Black Legion of Callisto', 'Sky Pirates of Callisto', 'Mad Empress of Callisto', 'Mind Wizards of Callisto', 'Lankar of Callisto', 'Ylana of Callisto', 'Renegade of Callisto', 'The Flame of Iridar', 'The Valley Where Time Stood Still', 'The City Outside the World', 'The Man Who Loved Mars', 'The Nemesis of Evil', 'Invisible Death', 'The Volcano Ogre', 'Horror Wears Blue', 'Journey to the Underground World', 'Zanthodon', 'Hurok of the Stone Age', 'Darya of the Bronze Age', 'Eric of Zanthodon', 'Thongor Against the Gods', 'Thongor in the City of Magicians', 'Thongor at the End of Time', 'Thongor Fights the Pirates of Tarakus', 'Conan of the Isles', 'Conan the Barbarian (1982 novel)', 'Conan the Buccaneer', 'Conan the Liberator', 'Conan of Aquilonia', 'Sagas of Conan', ""The Warrior of World's End"", ""Giant of World's End"", 'Kesrick', 'Dragonrouge', 'Mandricardo (Lin Carter novel)', 'Callipygia', 'The Quest of Kadji', 'The Wizard of Zao', 'Kellory the Warlock', 'Tara of the Twilight', 'Double Phoenix', 'Great Short Novels of Adult Fantasy I', 'Great Short Novels of Adult Fantasy Volume II', ""Lin Carter's Flashing Swords! 7"", ""The Year's Best Fantasy Stories"", 'Lovecraft: A Look Behind the Cthulhu Mythos', 'Imaginary Worlds: The Art of Fantasy']"
1747,John Stuart Mill,1806.0,['Philosophy'],"['A System of Logic', 'Principles of Political Economy', 'Considerations on Representative Government', 'Three Essays on Religion']"
1748,Gillian Cross,1945.0,children's books,[]
1749,Paul Russell,,,
1750,Ralph Waldo Emerson,1803.0,,[]
1751,Andrew Sullivan,1963.0,,[]
1752,Antoine de Saint-ExupÃ©ry,,,
1753,David Levithan,1972.0,"Young adult fiction; fantasy, supernatural fiction",[]
1754,Janet Asimov,1926.0,"['Soft science fiction', '  first contact', '  mind uploading fiction', '  political novel']","['Mind Transfer (novel)', 'Norby, the Mixed-Up Robot']"
1755,Vonda McIntyre,1948.0,Science fiction,[]
1756,Steven Pressfield,1943.0,Historical fictionMilitary fictionNon-fiction,[]
1757,George MacDonald,1824.0,,"['Phantastes', 'David Elginbrod', 'At the Back of the North Wind', 'The Princess and the Goblin', 'Lilith (novel)', 'Phantastes', 'At the Back of the North Wind', 'The Princess and the Goblin', 'The Day Boy and the Night Girl', 'Lilith (novel)']"
1758,Bruce B. Barton,,,
1759,John Hawkes,,,
1760,Robert Merle,1908.0,,['Malevil']
1761,Frank McCourt,1930.0,,[]
1762,Carolyn Mackler,1973.0,['Young Adult Fiction'],['Vegan Virgin Valentine']
1763,Steve Berry,,,
1764,Gemma Malley,,,
1765,Gale Wilhelm,1908.0,,[]
1766,Pearl S. Buck,1892.0,['Historical novel'],"['The Good Earth', 'Sons (novel)', 'A House Divided (novel)', 'East Wind: West Wind', 'The Mother (Buck novel)', 'China Sky', 'Dragon Seed (novel)', 'The Big Wave', 'Peony (novel)', 'Imperial Woman', 'Letter from Peking', 'The Living Reed', 'Mandala (novel)']"
1767,Andre Norton,1912.0,['Science fiction'],"['Star Gate (novel)', 'The Beast Master', 'Quag Keep', 'The Time Traders', 'Galactic Derelict', 'The Defiant Agents', 'Key Out of Time', 'Catseye (novel)', 'Storm Over Warlock', 'Postmarked the Stars', 'Witch World (novel)', 'The Stars Are Ours!', 'Star Born', 'The Beast Master', 'Star Rangers (novel)', 'Star Guard', 'The Crossroads of Time', 'Quest Crosstime', 'Catseye (novel)', 'Storm Over Warlock', 'The Halfblood Chronicles', 'The Halfblood Chronicles', 'The Halfblood Chronicles', 'Return to Quag Keep', 'Sargasso of Space', 'Plague Ship', 'Voodoo Planet', 'Postmarked the Stars', 'The Time Traders', 'Galactic Derelict', 'The Defiant Agents', 'Key Out of Time', 'Witch World (novel)', 'Star Gate (novel)']"
1768,Georges Bataille,1897.0,['\nErotic literature\nHistorical fiction\n'],"['Story of the Eye', 'Inner Experience', 'The Accursed Share', 'Blue of Noon']"
1769,Molière,1622.0,Comedy,[]
1770,Dougal Dixon,1947.0,,"['Conan the Invincible', 'Conan the Defender', 'Conan the Unconquered', 'Conan the Triumphant', 'Conan the Magnificent', 'Conan the Destroyer (novel)', 'Conan the Victorious', 'The Eye of the World', 'The Great Hunt', 'The Dragon Reborn', 'The Shadow Rising', 'The Fires of Heaven', 'Lord of Chaos', 'A Crown of Swords', 'The Path of Daggers', ""Winter's Heart"", 'Crossroads of Twilight', 'New Spring', 'Knife of Dreams', 'The Gathering Storm (novel)', 'Towers of Midnight', 'A Memory of Light', ""The World of Robert Jordan's The Wheel of Time"", 'The Wheel of Time Companion']"
1771,Lisa Smedman,,['Fantasy/Ethnic'],"['The Demon Spirit', 'Mortalis', 'The Highwayman (novel)']"
1772,André Breton,1896.0,"Histories, poetry, essays",[]
1773,Spike Milligan,1918.0,,[]
1774,Tony Abbott,1957.0,,[]
1775,Louise Penny,1958.0,Mystery fiction,[]
1776,Theodore Sturgeon,1918.0,"Science fiction, fantasy, horror, mystery,  western, literary criticism",[]
1777,A. J. Cronin,1896.0,,[]
1778,Piers Paul Read,1941.0,,[]
1779,Rene De Goscinny,,,
1780,Linda Sue Park,1960.0,,['A Long Walk to Water']
1781,Katharine Burdekin,1896.0,,[]
1782,Patrick White,1912.0,,"['The Light That Failed', 'Captains Courageous', 'Kim (novel)', 'From Sea to Sea and Other Sketches, Letters of Travel', 'Stalky &amp; Co.', ""Puck of Pook's Hill"", 'Rewards and Fairies']"
1783,Susan Coolidge,1835.0,,[]
1784,Anita Diamant,1951.0,,[]
1785,Bryan Lee O'Malley,1979.0,,[]
1786,Daniel Pennac,1944.0,,[]
1787,Geraldine McCaughrean,1951.0,,"['A Pack of Lies', 'The Kite Rider', 'Stop the Train', 'Smile! (novel)', 'Peter Pan in Scarlet', 'The Death-Defying Pepper Roux', 'Where the World Ends', 'The White Darkness (novel)', 'A Pack of Lies', 'The Stones Are Hatching', 'Stop the Train', 'The Kite Rider', 'Smile! (novel)', 'Not the End of the World (McCaughrean novel)', 'The White Darkness (novel)', 'Peter Pan in Scarlet', 'The Death-Defying Pepper Roux', 'Where the World Ends']"
1788,James Blish,1921.0,"Science fiction, Fantasy",[]
1789,Matthew Stadler,,,[]
1790,Alan Hollinghurst,1954.0,"Novel, poem, short story",[]
1791,Dorothy B. Hughes,1904.0,,['The Case of the Curious Bride']
1792,Dennis Cooper,1953.0,,[]
1793,Bell Hooks,1952.0,,"[""Ain't I a Woman? (book)"", 'Feminist Theory: From Margin to Center', 'All About Love: New Visions', 'We Real Cool: Black Men and Masculinity']"
1794,Ellen G. White,1827.0,,[]
1795,Will Shetterly,,,[]
1796,Norman Spinrad,1940.0,"['Science fiction', ' dystopian']","['Bug Jack Barron', 'The Iron Dream', 'A World Between', 'Songs from the Stars', 'The Mind Game', ""The Void Captain's Tale"", 'Child of Fortune', 'Little Heroes (novel)', 'The Druid King']"
1797,Dominique Lapierre,1931.0,,[]
1798,Edna Ferber,1885.0,,"['Cimarron (novel)', 'Come and Get It (novel)', 'Saratoga Trunk (novel)', 'Personality Plus (novel)', 'So Big (novel)', 'Show Boat (novel)', 'Cimarron (novel)', 'Come and Get It (novel)', 'Saratoga Trunk (novel)']"
1799,Seamus Deane,1940.0,,[]
1800,Tsao Hsueh-Chin,1710.0,,[]
1801,David Dvorkin,1943.0,,['Timetrap']
1802,Aaron Johnston,,,[]
1803,David Malouf,1934.0,,"['Johnno', 'An Imaginary Life', 'The Great World', 'Remembering Babylon', 'The Conversations at Curlow Creek', 'Ransom (Malouf novel)', 'Antipodes (story collection)']"
1804,Bill Ransom,1945.0,,"['Dune (novel)', 'Dune Messiah', 'Children of Dune', 'God Emperor of Dune', 'Heretics of Dune', 'Chapterhouse: Dune', 'Whipping Star', 'The Dosadi Experiment', 'Destination: Void', 'The Jesus Incident', 'The Lazarus Effect (novel)', 'The Dragon in the Sea', 'The Green Brain', 'The Eyes of Heisenberg', 'The Heaven Makers', 'The Santaroga Barrier', 'Soul Catcher (novel)', 'The Godmakers (novel)', ""Hellstrom's Hive"", 'Direct Descent', 'The White Plague', 'Man of Two Worlds (novel)', 'High-Opp', ""Angels' Fall"", 'A Game of Authors', 'A Thorn in the Bush']"
1805,T. A. Barron,1952.0,"Fantasy, self help, science fiction",[]
1806,Michael Z. Williamson,1967.0,"Science fiction, military science fiction, military fiction, political thrillers",[]
1807,David Wolstencroft,1969.0,,[]
1808,Eric Temple Bell,1883.0,,[]
1809,Stephen Woodworth,,,
1810,Gillian Flynn,1971.0,['Thriller'],"['Sharp Objects', 'Dark Places (novel)', 'Gone Girl (novel)', 'Sharp Objects', 'Dark Places (novel)', 'Gone Girl (novel)']"
1811,Kathryn Reiss,1957.0,"['Young adult', ' mystery']",['Blackthorn Winter (Reiss novel)']
1812,Theodore Judson,1951.0,Science fiction,[]
1813,Sarah Orne Jewett,1849.0,,[]
1814,J. N. Williamson,1932.0,"Horror, fantasy, science fiction, gothic, dark fantasy",[]
1815,Charles Stross,1964.0,['Science fiction'],"['Singularity Sky', 'Iron Sunrise', 'The Merchant Princes', 'The Merchant Princes', 'The Merchant Princes', 'Halting State', 'Rule 34 (novel)', ""Saturn's Children (novel)"", ""Neptune's Brood"", 'Accelerando', 'Glasshouse (novel)']"
1816,Neal Asher,1961.0,['Science fiction'],"['Gridlinked', 'The Line of Polity', 'Brass Man', 'Polity Agent', 'Line War', 'The Skinner', 'The Voyage of the Sable Keech', 'Orbus (novel)', 'Dark Intelligence', 'Prador Moon', 'Hilldiggers', 'Shadow of the Scorpion', 'The Technician (novel)', 'Cowl (novel)']"
1817,Katherine Langrish,,"Children's literature, fantasy",[]
1818,Sarah Micklem,,['Fantasy novel'],['Firethorn (novel)']
1819,Robert Newton Peck,1928.0,Young adult literature,[]
1820,Charlie Higson,1958.0,,"['Casino Royale (novel)', 'Live and Let Die (novel)', 'Moonraker (novel)', 'Diamonds Are Forever (novel)', 'From Russia, with Love (novel)', 'Dr. No (novel)', 'Goldfinger (novel)', 'Thunderball (novel)', 'The Spy Who Loved Me (novel)', ""On Her Majesty's Secret Service (novel)"", 'You Only Live Twice (novel)', 'The Man with the Golden Gun (novel)', 'Octopussy and The Living Daylights', 'Colonel Sun', 'Licence Renewed', 'For Special Services', 'Icebreaker (novel)', 'Scorpius (novel)', 'Cold (novel)', 'Zero Minus Ten', 'High Time to Kill', 'Devil May Care (Faulks novel)', 'Carte Blanche (novel)', 'Solo (Boyd novel)', 'Trigger Mortis', 'Forever and a Day (novel)', 'James Bond, The Spy Who Loved Me', 'James Bond and Moonraker', 'The World Is Not Enough (novel)', 'The Adventures of James Bond Junior 003½', 'James Bond: The Authorized Biography of 007', 'SilverFin', 'Blood Fever', 'Double or Die', 'Hurricane Gold', 'By Royal Command', 'Heads You Die', 'The Moneypenny Diaries: Guardian Angel', 'Secret Servant: The Moneypenny Diaries', 'The Moneypenny Diaries: Final Fling', 'The Killing Zone', 'Per Fine Ounce', 'Double O Seven, James Bond, A Report', 'The James Bond Dossier', 'The Book of Bond', 'The James Bond Bedside Companion', 'The Battle for Bond', 'Danger Society: The Young Bond Dossier']"
1821,Thomas Wheeler,,,
1822,Ian Graham,1923.0,['Comedy novel'],"['The Lost Childhood and Other Essays', 'The Man Within', 'The Name of Action', 'Rumour at Nightfall', 'Stamboul Train', ""It's a Battlefield"", 'England Made Me (novel)', 'A Gun for Sale', 'Brighton Rock (novel)', 'The Confidential Agent', 'The Power and the Glory', 'The Ministry of Fear', 'The Heart of the Matter', 'The End of the Affair', 'The Quiet American', 'Loser Takes All', 'Our Man in Havana', 'A Burnt-Out Case', 'The Comedians (novel)', 'Travels with My Aunt', 'The Honorary Consul', 'The Human Factor (novel)', 'Doctor Fischer of Geneva', 'Monsignor Quixote', 'The Tenth Man (novel)', 'The Captain and the Enemy', ""No Man's Land (Greene novel)"", 'In Search of a Character', 'Getting To Know The General: The Story of an Involvement', 'A Sort of Life', 'Getting To Know The General: The Story of an Involvement']"
1823,Howard V. Hendrix,1959.0,['Science fiction'],['The Labyrinth Key']
1824,Ben Sherwood,1964.0,,[]
1825,CB Scott,,,
1826,Väinö Linna,1920.0,,[]
1827,Kurt Eichenwald,1961.0,,[]
1828,Mark Budz,1960.0,,[]
1829,Jane Jensen,1963.0,,[]
1830,Richard Lee Byers,,,[]
1831,David Herter,,,[]
1832,Carole Wilkinson,1950.0,['Folktale and adventure novel'],"['Garden of the Purple Dragon', 'Dragon Moon', 'Ramose and the Tomb Robbers', 'Dragonkeeper', 'Garden of the Purple Dragon', 'Dragon Moon', 'Ramose and the Tomb Robbers']"
